"Town/County","FIPS","Year","Unit Type","Measure Type","Variable","Value"
"New London","0901152350","2010-2014","Total","Number","Margins of Error",490
"New London","0901152350","2010-2014","Detached","Number","Housing Units",3665
"New London","0901152350","2010-2014","Detached","Number","Margins of Error",358
"New London","0901152350","2010-2014","Detached","Percent","Housing Units",31.6
"New London","0901152350","2010-2014","Detached","Percent","Margins of Error",2.6
"New London","0901152350","2011-2015","Total","Number","Housing Units",12254
"New London","0901152350","2011-2015","Total","Number","Margins of Error",559
"New London","0901152350","2011-2015","Detached","Number","Housing Units",3855
"New London","0901152350","2011-2015","Detached","Number","Margins of Error",367
"New London","0901152350","2011-2015","Detached","Percent","Housing Units",31.5
"New London","0901152350","2011-2015","Detached","Percent","Margins of Error",2.9
"New London","0901152350","2012-2016","Total","Number","Housing Units",12054
"New London","0901152350","2012-2016","Total","Number","Margins of Error",551
"New London","0901152350","2012-2016","Detached","Number","Housing Units",3653
"New London","0901152350","2012-2016","Detached","Number","Margins of Error",381
"New London","0901152350","2012-2016","Detached","Percent","Housing Units",30.3
"New London","0901152350","2012-2016","Detached","Percent","Margins of Error",2.8
"New London County","09011","2006-2010","Total","Number","Housing Units",119778
"New London County","09011","2006-2010","Total","Number","Margins of Error",427
"New London County","09011","2006-2010","Detached","Number","Housing Units",77731
"New London County","09011","2006-2010","Detached","Number","Margins of Error",1115
"New London County","09011","2006-2010","Detached","Percent","Housing Units",64.9
"New London County","09011","2006-2010","Detached","Percent","Margins of Error",0.9
"New London County","09011","2007-2011","Total","Number","Housing Units",120566
"New London County","09011","2007-2011","Total","Number","Margins of Error",584
"New London County","09011","2007-2011","Detached","Number","Housing Units",78932
"New London County","09011","2007-2011","Detached","Number","Margins of Error",958
"New London County","09011","2007-2011","Detached","Percent","Housing Units",65.5
"New London County","09011","2007-2011","Detached","Percent","Margins of Error",0.8
"New London County","09011","2008-2012","Total","Number","Housing Units",120752
"New London County","09011","2008-2012","Total","Number","Margins of Error",276
"New London County","09011","2008-2012","Detached","Number","Housing Units",79122
"New London County","09011","2008-2012","Detached","Number","Margins of Error",947
"New London County","09011","2008-2012","Detached","Percent","Housing Units",65.5
"New London County","09011","2008-2012","Detached","Percent","Margins of Error",0.8
"New London County","09011","2009-2013","Total","Number","Housing Units",120900
"New London County","09011","2009-2013","Total","Number","Margins of Error",262
"New London County","09011","2009-2013","Detached","Number","Housing Units",79620
"New London County","09011","2009-2013","Detached","Number","Margins of Error",1075
"New London County","09011","2009-2013","Detached","Percent","Housing Units",65.9
"New London County","09011","2009-2013","Detached","Percent","Margins of Error",0.9
"New London County","09011","2010-2014","Total","Number","Housing Units",121096
"New London County","09011","2010-2014","Total","Number","Margins of Error",311
"New London County","09011","2010-2014","Detached","Number","Housing Units",79416
"New London County","09011","2010-2014","Detached","Number","Margins of Error",962
"New London County","09011","2010-2014","Detached","Percent","Housing Units",65.6
"New London County","09011","2010-2014","Detached","Percent","Margins of Error",0.8
"New London County","09011","2011-2015","Total","Number","Housing Units",121258
"New London County","09011","2011-2015","Total","Number","Margins of Error",269
"New London County","09011","2011-2015","Detached","Number","Housing Units",79021
"New London County","09011","2011-2015","Detached","Number","Margins of Error",940
"New London County","09011","2011-2015","Detached","Percent","Housing Units",65.2
"New London County","09011","2011-2015","Detached","Percent","Margins of Error",0.8
"New London County","09011","2012-2016","Total","Number","Housing Units",121426
"New London County","09011","2012-2016","Total","Number","Margins of Error",296
"New London County","09011","2012-2016","Detached","Number","Housing Units",78706
"New London County","09011","2012-2016","Detached","Number","Margins of Error",862
"New London County","09011","2012-2016","Detached","Percent","Housing Units",64.8
"New London County","09011","2012-2016","Detached","Percent","Margins of Error",0.7
"New Milford","0900552630","2006-2010","Total","Number","Housing Units",11843
"New Milford","0900552630","2006-2010","Total","Number","Margins of Error",301
"New Milford","0900552630","2006-2010","Detached","Number","Housing Units",8630
"New Milford","0900552630","2006-2010","Detached","Number","Margins of Error",327
"New Milford","0900552630","2006-2010","Detached","Percent","Housing Units",72.9
"New Milford","0900552630","2006-2010","Detached","Percent","Margins of Error",2.3
"New Milford","0900552630","2007-2011","Total","Number","Housing Units",11898
"New Milford","0900552630","2007-2011","Total","Number","Margins of Error",357
"New Milford","0900552630","2007-2011","Detached","Number","Housing Units",8639
"New Milford","0900552630","2007-2011","Detached","Number","Margins of Error",425
"New Milford","0900552630","2007-2011","Detached","Percent","Housing Units",72.6
"New Milford","0900552630","2007-2011","Detached","Percent","Margins of Error",2.6
"New Milford","0900552630","2008-2012","Total","Number","Housing Units",11802
"New Milford","0900552630","2008-2012","Total","Number","Margins of Error",336
"New Milford","0900552630","2008-2012","Detached","Number","Housing Units",8640
"New Milford","0900552630","2008-2012","Detached","Number","Margins of Error",329
"New Milford","0900552630","2008-2012","Detached","Percent","Housing Units",73.2
"New Milford","0900552630","2008-2012","Detached","Percent","Margins of Error",2.1
"New Milford","0900552630","2009-2013","Total","Number","Housing Units",11758
"New Milford","0900552630","2009-2013","Total","Number","Margins of Error",397
"New Milford","0900552630","2009-2013","Detached","Number","Housing Units",8796
"New Milford","0900552630","2009-2013","Detached","Number","Margins of Error",398
"New Milford","0900552630","2009-2013","Detached","Percent","Housing Units",74.8
"New Milford","0900552630","2009-2013","Detached","Percent","Margins of Error",2.2
"New Milford","0900552630","2010-2014","Total","Number","Housing Units",11700
"New Milford","0900552630","2010-2014","Total","Number","Margins of Error",354
"New Milford","0900552630","2010-2014","Detached","Number","Housing Units",8664
"New Milford","0900552630","2010-2014","Detached","Number","Margins of Error",358
"New Milford","0900552630","2010-2014","Detached","Percent","Housing Units",74.1
"New Milford","0900552630","2010-2014","Detached","Percent","Margins of Error",2.1
"New Milford","0900552630","2011-2015","Total","Number","Housing Units",11592
"New Milford","0900552630","2011-2015","Total","Number","Margins of Error",314
"New Milford","0900552630","2011-2015","Detached","Number","Housing Units",8625
"New Milford","0900552630","2011-2015","Detached","Number","Margins of Error",339
"New Milford","0900552630","2011-2015","Detached","Percent","Housing Units",74.4
"New Milford","0900552630","2011-2015","Detached","Percent","Margins of Error",2.1
"New Milford","0900552630","2012-2016","Total","Number","Housing Units",11561
"New Milford","0900552630","2012-2016","Total","Number","Margins of Error",300
"New Milford","0900552630","2012-2016","Detached","Number","Housing Units",8558
"New Milford","0900552630","2012-2016","Detached","Number","Margins of Error",315
"New Milford","0900552630","2012-2016","Detached","Percent","Housing Units",74
"New Milford","0900552630","2012-2016","Detached","Percent","Margins of Error",2.3
"Newington","0900352140","2006-2010","Total","Number","Housing Units",12582
"Newington","0900352140","2006-2010","Total","Number","Margins of Error",375
"Newington","0900352140","2006-2010","Detached","Number","Housing Units",8141
"Newington","0900352140","2006-2010","Detached","Number","Margins of Error",318
"Newington","0900352140","2006-2010","Detached","Percent","Housing Units",64.7
"Newington","0900352140","2006-2010","Detached","Percent","Margins of Error",1.9
"Newington","0900352140","2007-2011","Total","Number","Housing Units",13072
"Newington","0900352140","2007-2011","Total","Number","Margins of Error",314
"Newington","0900352140","2007-2011","Detached","Number","Housing Units",8182
"Newington","0900352140","2007-2011","Detached","Number","Margins of Error",310
"Newington","0900352140","2007-2011","Detached","Percent","Housing Units",62.6
"Newington","0900352140","2007-2011","Detached","Percent","Margins of Error",1.9
"Newington","0900352140","2008-2012","Total","Number","Housing Units",13038
"Newington","0900352140","2008-2012","Total","Number","Margins of Error",251
"Newington","0900352140","2008-2012","Detached","Number","Housing Units",8238
"Newington","0900352140","2008-2012","Detached","Number","Margins of Error",359
"Newington","0900352140","2008-2012","Detached","Percent","Housing Units",63.2
"Newington","0900352140","2008-2012","Detached","Percent","Margins of Error",2.3
"Newington","0900352140","2009-2013","Total","Number","Housing Units",13041
"Newington","0900352140","2009-2013","Total","Number","Margins of Error",303
"Newington","0900352140","2009-2013","Detached","Number","Housing Units",8224
"Newington","0900352140","2009-2013","Detached","Number","Margins of Error",308
"Newington","0900352140","2009-2013","Detached","Percent","Housing Units",63.1
"Newington","0900352140","2009-2013","Detached","Percent","Margins of Error",1.9
"Newington","0900352140","2010-2014","Total","Number","Housing Units",13025
"Newington","0900352140","2010-2014","Total","Number","Margins of Error",336
"Newington","0900352140","2010-2014","Detached","Number","Housing Units",8390
"Newington","0900352140","2010-2014","Detached","Number","Margins of Error",311
"Newington","0900352140","2010-2014","Detached","Percent","Housing Units",64.4
"Newington","0900352140","2010-2014","Detached","Percent","Margins of Error",1.6
"Newington","0900352140","2011-2015","Total","Number","Housing Units",12990
"Newington","0900352140","2011-2015","Total","Number","Margins of Error",299
"Newington","0900352140","2011-2015","Detached","Number","Housing Units",8264
"Newington","0900352140","2011-2015","Detached","Number","Margins of Error",340
"Newington","0900352140","2011-2015","Detached","Percent","Housing Units",63.6
"Newington","0900352140","2011-2015","Detached","Percent","Margins of Error",2
"Newington","0900352140","2012-2016","Total","Number","Housing Units",12860
"Newington","0900352140","2012-2016","Total","Number","Margins of Error",362
"Newington","0900352140","2012-2016","Detached","Number","Housing Units",8188
"Newington","0900352140","2012-2016","Detached","Number","Margins of Error",318
"Newington","0900352140","2012-2016","Detached","Percent","Housing Units",63.7
"Newington","0900352140","2012-2016","Detached","Percent","Margins of Error",1.9
"Newtown","0900152980","2006-2010","Total","Number","Housing Units",9450
"Newtown","0900152980","2006-2010","Total","Number","Margins of Error",270
"Newtown","0900152980","2006-2010","Detached","Number","Housing Units",8331
"Newtown","0900152980","2006-2010","Detached","Number","Margins of Error",297
"Newtown","0900152980","2006-2010","Detached","Percent","Housing Units",88.2
"Newtown","0900152980","2006-2010","Detached","Percent","Margins of Error",1.8
"Newtown","0900152980","2007-2011","Total","Number","Housing Units",9647
"Newtown","0900152980","2007-2011","Total","Number","Margins of Error",328
"Newtown","0900152980","2007-2011","Detached","Number","Housing Units",8471
